samples,scale0,x1,x2
0.0,3,2.0496714153011237,0.1861735698828815
0.0,3,2.1523029856408025,0.1765846625276664
0.0,3,2.157921281550739,0.2767434729152909
0.0,3,2.0542560043585967,0.1536582307187537
0.0,3,2.024196227156604,0.0086719755342202
0.0,3,1.9437712470759028,0.0987168879665576
0.0,3,1.9091975924478788,0.0587696298664708
0.0,3,1.9774223699513465,0.2067528204687924
0.0,3,1.9455617275474817,0.2110922589709866
0.0,3,2.037569801834567,0.1399361310081195
0.0,3,1.93982933877706,0.3852278184508938
0.0,3,1.89422890710441,0.2822544912103189
0.0,3,2.020886359500476,0.0040329876120224
0.0,3,2.0196861235869124,0.273846657999541
0.0,3,1.988435171761176,0.1698896304410711
0.0,3,1.928015579160529,0.1539361229040212
0.0,3,2.0343618289568464,0.0236959844637266
0.0,3,1.9614917719583684,0.1323077999694041
0.0,3,2.103099952249595,0.2931280119116198
0.0,3,1.9690787624148784,0.2331263431403564
0.0,3,1.952082576215471,0.1814341023336182
0.0,3,1.8803793375919329,0.2812525822394198
0.0,3,1.9927989878419663,0.3003532897892024
0.0,3,1.935488024539488,0.2361395605508414
0.0,3,1.9964173960890048,0.3564643655814006
0.0,3,2.0821902504375225,0.2087047068238171
0.0,3,2.0091760776535503,0.0012431085399107
0.0,3,2.035711257151174,0.3477894044741516
0.0,3,1.9191506397106808,0.1498242956415463
0.0,3,2.0328751109659686,0.1470239796232961
0.0,3,2.009707754934804,0.2968644990532889
0.0,3,1.967233785340223,0.1607891846867842
0.0,3,2.0296120277064578,0.2261055272179889
0.0,3,1.9765412866624847,0.0584629257949585
0.0,3,1.965728548347323,0.1197722730778381
0.0,3,2.0404050856814537,0.388618590121053
0.0,3,2.0257550390722763,0.1925554084233833
0.0,3,1.9973486124550783,0.2060230209941026
0.0,3,1.980763903521888,0.2301547342333612
0.0,3,1.8831321962380467,0.314282281451502
0.0,3,2.0791031947043046,0.1090612545205261
0.0,3,1.859814893720772,0.258685709380027
0.0,3,1.9009463674869311,0.1433702270397228
0.0,3,1.94965243458838,0.0449336568933867
0.0,3,1.8937696286273893,0.2473592430635181
0.0,3,2.154993440501754,0.1216746707663763
0.0,3,2.081351721736967,0.0769135683566044
0.0,3,2.1307142754282427,0.0392516765438772
0.0,3,2.0259882794248423,0.278182287177731
0.0,3,1.8679543386915725,0.2521941565616897
0.0,3,2.025049285034588,0.2346448209496976
0.0,3,2.0232253697161005,0.2293072473298681
0.0,3,2.186577451114476,0.2473832920911787
0.0,3,2.065655360863383,0.1025318329772678
0.0,3,2.11585955790074,0.1179317681648289
0.0,3,2.04127809269365,0.282206015999449
0.0,3,1.9754611883997129,0.124626383564251
0.0,3,1.918418971503456,0.1922898290585896
0.0,3,2.027669079933002,0.2827183249036024
0.0,3,2.145353407715732,0.1735343166762044
0.0,3,2.0625667347765004,0.1142842443583717
0.0,3,2.0482472415243187,0.1776537214674149
0.0,3,2.0473237624573546,0.1927171087343127
0.0,3,1.848515277531413,0.1553485047932979
0.0,3,2.0214093744130204,0.0754261221288012
0.0,3,2.038531737972884,0.1116142563798867
0.0,3,2.0058208718446,0.0857029702169377
0.0,3,2.0560784526368234,0.3083051243175277
0.0,3,1.862233063204291,0.1062174960084877
