samples,scale0,x1,x2
0.0,8,-0.640585244397484,0.1945917935507268
0.0,5,-0.8683977820311861,0.9455693031017434
0.0,5,-0.969473695366928,1.3936341532906933
0.0,2,-0.6045335261110628,0.7132960151155874
0.0,2,-0.710663303538505,0.792340054030466
0.0,2,-0.6526882430508817,0.7787200167085344
0.0,1,-0.552791290970217,-0.4604523542836055
0.0,5,-0.921643996764986,1.3327073338323463
0.0,5,-0.8963780975521461,1.0963648831276174
0.0,5,-0.8919270569460657,1.2763764047635875
0.0,5,-0.9656076877690258,1.393136357349588
0.0,5,-0.8844584776662242,1.36474241724224
0.0,2,-0.696376865903708,0.4311461266303876
0.0,5,-0.8338144623828356,1.1103899646682942
0.0,5,-0.8075030304957311,1.06534326119782
0.0,2,-0.6688549973014374,0.512428119947158
0.0,5,-0.872139256286997,0.9086736890669044
0.0,5,-0.8934659332447705,1.0576448682419588
0.0,5,-0.9877917288896616,1.1429449682833426
0.0,2,-0.7474745383618593,0.8018134937096529
0.0,5,-0.8350447423228406,1.1511564739784967
0.0,5,-0.793104376003225,0.993460676368995
0.0,5,-0.8361039599797526,1.0365553390037512
0.0,5,-0.8187028202943978,1.1012066932214442
0.0,5,-0.6864846761970044,1.2834323431287915
0.0,5,-0.6711780231058406,1.3308667652501058
0.0,2,-0.666671558320038,0.3855395090928238
0.0,5,-0.90855499511184,1.47014581490518
0.0,2,-0.8651920748460229,0.6113125181147017
0.0,5,-0.7069697267219605,1.1450799597640828
0.0,2,-0.8489541586857006,0.7771993990217738
0.0,5,-0.781669888752155,1.120796027170475
0.0,2,-0.7341631557406925,0.7616460413952421
0.0,5,-0.8288522876748732,0.9693409738892906
0.0,2,-0.9055265084519613,0.499332257496544
0.0,2,-1.1276474618025922,0.4544182996103643
0.0,2,-0.59256464028761,0.7226579825412961
0.0,2,-0.634401000739105,0.6350833379690162
0.0,2,-0.7368474650869882,0.7924617374827363
0.0,2,-0.8213700234123843,0.8245921254146877
0.0,5,-0.6438621134924141,1.1874045278232823
0.0,5,-0.7753323732881244,1.3296533344603347
0.0,5,-0.7922880667883052,1.1884290514354032
0.0,5,-0.853414094530502,1.2673522578312446
0.0,5,-0.8069802641585989,1.3007326666819712
0.0,5,-0.9200914354836336,1.0821653602742454
0.0,10,0.2316373883742175,0.2637318205706934
0.0,5,-0.7649605249396283,0.8760548654594069
0.0,5,-0.9615630911475744,1.2220204917278294
0.0,5,-0.7237283564720178,1.067857768900326
0.0,5,-0.9144696446120644,1.4791274151758902
0.0,2,-0.7105941943761355,0.564036369574662
0.0,2,-0.6782668441172155,0.4649945487590764
0.0,5,-0.8219126329743551,1.4451071045342043
0.0,5,-0.8975365313332522,1.4275625631432518
0.0,5,-1.0353080413889773,1.2700012129845104
0.0,0,0.7338844625249275,0.4308482999989571
0.0,10,0.4394376916334329,0.3953814028617518
0.0,2,-0.6836765177577494,0.6188492337563578
0.0,2,-0.7245378231956141,0.8044394736656371
0.0,5,-0.8417106973704096,1.1058000308113347
0.0,8,-0.6285301431833524,0.3115346967817488
0.0,5,-0.848458078064731,1.039926736471544
0.0,2,-0.5642223569756253,0.7520602785293444
0.0,5,-0.7193546360178954,0.9192422798165228
0.0,2,-0.6549387384472536,0.7446001468786275
0.0,5,-0.8112917179416756,1.131901556789901
0.0,5,-0.7597335458174378,1.3406337768945598
0.0,8,-0.6156778917300072,0.2519540536974675
0.0,8,-0.5811582072509671,0.273435012222698
0.0,5,-0.772383943776733,0.856558283232736
0.0,2,-0.7362364306117799,0.7207399790348838
0.0,2,-0.6870861311843596,0.6159033029048941
0.0,2,-0.7038091799795338,0.859363810100811
0.0,5,-1.0640519789416647,1.1849580947793894
0.0,5,-0.8913365499448285,0.8797291951580265
0.0,5,-0.8854232689428687,1.0163533331272063
0.0,2,-0.8366171468290318,0.8176689326337783
0.0,5,-0.7450851403916159,1.2866837590107796
0.0,1,-0.5652254662036827,-0.396649380498873
0.0,5,-0.9965658555140692,0.9239190088632137
0.0,5,-0.808260494285267,1.106414404605314
0.0,5,-0.9132995785957082,1.31546572467222
0.0,2,-0.8070555315631599,0.6066179194701248
0.0,2,-0.584344755460424,0.5237012834134175
0.0,2,-0.6103058517917539,0.4348255619284029
0.0,2,-0.6285246691902935,0.541549607968429
0.0,2,-0.7437987520227562,0.6630084138651694
0.0,2,-0.7247170964682955,0.6542089133062481
0.0,4,-0.2170117669886533,0.4809172114085818
0.0,2,-0.6011204914387906,0.5338163267500289
0.0,2,-0.8460228354026186,0.6705510860394542
0.0,2,-0.6309140671605367,0.6437603041424347
0.0,2,-0.5504928981345791,0.5638780959933876
0.0,5,-0.8318123494215148,1.3539262049219178
0.0,2,-0.514196902907901,0.6507515715819567
0.0,5,-0.8795736231102197,1.0871705495487427
0.0,5,-0.8709144503400509,1.250656947806485
0.0,2,-0.64928684061386,0.6198337635065436
0.0,2,-0.8376038340779124,0.6983442672845455
0.0,2,-0.8194322298695065,0.6095136452608616
0.0,5,-0.8146253797145925,0.9820241337220652
0.0,2,-0.8645871986130059,0.6416116977299721
0.0,5,-0.6300320700289092,0.9087077263962108
0.0,5,-0.8889348354902025,0.9053771737235856
0.0,5,-0.916211742903084,0.7959616258686606
0.0,2,-0.5962910610625085,0.7674689775063239
0.0,5,-0.7779420994789916,0.9404645546390252
0.0,5,-0.6925915997034255,1.4748463700823855
0.0,4,-0.4372284550038929,0.3741591280392494
0.0,8,-0.5615291523906086,0.1734418480530004
0.0,2,-0.5234725841463372,0.6784026469771939
0.0,5,-0.8051259490098706,1.0266104823136717
0.0,5,-0.8908329425834026,0.8472337568692645
0.0,5,-0.8421191941024356,0.8924038456584744
0.0,5,-0.7134201432928322,0.9408747044571666
0.0,5,-0.9382993048960552,0.903360461962185
0.0,5,-0.8348305723444083,0.9399659077646872
0.0,2,-0.765949264935906,0.3626383430022862
0.0,2,-0.7537395234178583,0.784546356552547
0.0,2,-0.7109787423885285,0.7096812507432543
0.0,2,-0.731972190018837,0.8229447186762608
0.0,8,-0.4479554286520903,0.2297634168561997
0.0,8,-0.5816255494083773,0.3211647081757447
0.0,5,-1.0435847188941505,1.1728688863430103
0.0,8,-0.6019491171380933,0.1601009168313808
0.0,8,-0.5814674878587993,-0.1834948603840877
0.0,2,-0.7849754963106446,0.3742535816280745
0.0,2,-0.7194121129450147,0.3329926801096975
0.0,5,-0.7721034016324606,1.406229667000504
0.0,4,-0.0707220394840279,0.2917879401846761
0.0,4,-0.085575035400429,0.3158625432030498
0.0,1,-0.5423250162414532,-0.6119839915557292
0.0,2,-0.8227467326667168,0.8213798524614018
0.0,5,-0.911375470035478,0.924578482118524
0.0,1,-0.5234712156480725,-0.7326003735521376
0.0,2,-0.824492252203398,0.6641571737292583
0.0,5,-0.8595271762791143,0.9830112162719492
0.0,8,-0.4363533003635891,-0.0753803894418975
0.0,8,-0.3176483923814124,-0.1070061739668824
0.0,5,-0.8702664664116946,1.2824265400477892
0.0,2,-0.8640678535215356,0.7754243522984481
0.0,2,-0.6917273930492396,0.7815510715735892
0.0,8,-0.5600621222508029,0.3250730445133451
0.0,2,-0.7207888221993473,0.7557150367636125
0.0,8,-0.589068811470321,-0.0693438690894182
0.0,5,-0.7147646928379434,0.9169379526224836
0.0,5,-0.7275745208450816,0.8700174941736951
0.0,2,-0.6732957741705323,0.8521393869555405
0.0,2,-0.6858469560056337,0.4571727704844797
0.0,2,-0.6902507834215805,0.4568536705222328
0.0,5,-0.912964296520846,0.9813306231374486
0.0,5,-0.940230940196742,1.0412456829821646
0.0,5,-0.8394985199254505,1.1166426220618688
0.0,5,-0.790178526713202,0.94847779289097
0.0,5,-0.9072152353106554,1.5632830100193482
0.0,8,-0.6625742745153939,0.3048293429083999
0.0,2,-0.7039255023320369,0.6732562027860755
0.0,2,-0.5555091285239989,0.6054010849474232
0.0,2,-0.5568974700135819,0.668802418246341
0.0,5,-0.9740349000833204,1.0351725725006813
0.0,5,-0.7588022827482794,0.8703510600008972
0.0,2,-0.7592183062207616,0.739047807535531
0.0,5,-0.8019654022674437,0.9397208389936816
0.0,5,-0.9855713404551144,1.3156333585190536
0.0,5,-0.8893809659245091,1.1962993329042615
0.0,8,-0.6574950932057957,0.2980805914401855
0.0,2,-0.7674327170548887,0.8020951526096628
0.0,2,-0.6988914814651754,0.5795846216017976
0.0,5,-0.7188695033830435,1.3480522128168766
0.0,2,-0.7642194831292692,0.5910781767753157
0.0,2,-0.6742338797310143,0.511416360333527
0.0,2,-0.6741948775304691,0.5638755431936895
0.0,2,-0.4891321729399787,0.567566891556962
0.0,2,-0.5610796007106402,0.6653399709226536
0.0,2,-0.6535319222310966,0.3496241701420075
0.0,1,-0.6382239006416679,-0.2579319467773533
0.0,5,-0.8074825030217601,1.0244729380332334
0.0,1,-0.5843502294534829,-0.2986184683636856
0.0,8,-0.594741921026818,-0.1759751634070847
0.0,2,-0.7007286903855945,0.325536803125144
0.0,2,-0.6287046267121073,0.3803428598409785
0.0,5,-0.9363601428549128,1.1049167621158351
0.0,5,-1.0233945797452468,1.1896195070278923
0.0,5,-0.7697174249078791,1.0556945292727054
0.0,5,-0.7133195586703736,1.1944417456573682
0.0,5,-0.8521290746599073,1.124021915055483
0.0,5,-0.819001152916112,1.1384826744112817
0.0,5,-0.9807987027568188,1.4105473022230128
0.0,5,-0.8154505841682332,1.101690023297594
0.0,8,-0.6198627594235948,0.2833177507867936
0.0,8,-0.5769103886372011,0.0811181451092535
0.0,8,-0.6228850878412826,0.2891049477021039
0.0,8,-0.5888183762878728,0.0811538843050252
0.0,2,-0.8087832606223995,0.5620239124794247
0.0,2,-0.6646564446252021,0.6903761284939314
0.0,8,-0.5781598275529125,0.3018953251221934
0.0,2,-0.8344104433771318,0.7856134268263009
0.0,5,-0.7665712473972321,0.8533485630791482
0.0,8,-0.6062058309905802,-0.0278183273356846
0.0,2,-0.6345535882956239,0.4222385575509186
0.0,8,-0.7626327093912983,0.2022476398449552
0.0,8,-0.5620471289838144,0.0704372311729244
0.0,8,-0.6170039665485444,0.2345133261608993
0.0,8,-0.5845596096879888,0.2264600940470195
0.0,2,-0.638080892573002,0.6280214430711835
0.0,2,-0.6033675655895007,0.769203179434482
0.0,2,-0.5775809527869258,0.6798560409385745
0.0,5,-0.7169501845667399,1.3744141243646362
0.0,5,-0.7507664609377014,1.1437320815235514
0.0,8,-0.6095600202374681,0.1063551229234387
0.0,5,-0.9872128541236748,1.2403938420873917
0.0,5,-0.7700882879376247,1.3055038493174873
0.0,5,-0.8828183324959282,1.416866332408735
0.0,2,-0.7301274543579617,0.7564204604134864
0.0,2,-0.676627383196052,0.6322837676335697
0.0,5,-0.9126789646326467,0.816115128550944
0.0,5,-0.8547962777778936,0.9399625040317564
0.0,5,-0.8817529565968248,1.2180976895252738
0.0,5,-0.7881079888386441,1.2376172469492266
0.0,5,-0.8586506531405457,1.0795785232469637
0.0,5,-1.0510163487208437,1.3419756986024622
0.0,2,-0.97209915928784,0.7054419013781497
0.0,2,-1.0032612332743305,0.6064273104260094
0.0,5,-0.9055737216420948,0.8081333748286074
0.0,5,-0.7918186718834979,0.9328699755375482
0.0,2,-0.6636512826497475,0.8308822238704991
0.0,2,-0.6157209994253466,0.6543152799603305
0.0,5,-0.8771116947319451,0.9154811549281724
0.0,8,-0.6109729946958167,0.0931486391525791
0.0,5,-0.7657549381823123,0.8645034468260683
0.0,2,-0.7683242936743695,0.6813179442322819
0.0,5,-0.8909567916763619,0.9940852613617664
0.0,5,-0.8900768472921314,1.2220009202634785
0.0,5,-0.9731337439759864,1.1064773736645306
0.0,5,-0.8685838977951916,1.2711772027120445
0.0,2,-0.7090532653300334,0.5587205896702444
0.0,2,-0.6325049463933019,0.5241199425638855
0.0,5,-0.8142627276744352,1.0184049331511456
0.0,5,-0.8506476752883217,0.8608597507238247
0.0,5,-0.9523120428779036,1.2608128359382642
0.0,8,-0.5820511523687126,0.260349360970876
0.0,8,-0.5559148882594956,0.2179192771908263
0.0,8,-0.5779607110553923,0.1831416359720744
0.0,8,-0.6402643315544014,0.2922670155946628
0.0,8,-0.5758080632849497,0.0848622513329509
0.0,5,-0.8174465388873626,0.8518500696564367
0.0,2,-0.7282491904896004,0.6071276284764873
0.0,2,-0.7884439551626388,0.7472482510986607
0.0,2,-0.7647401967190044,0.7009166384468719
0.0,2,-0.4521526128300609,0.6591307111239447
0.0,2,-0.4143533222595613,0.6466951728618738
0.0,5,-0.7328541871504646,1.018794660571703
0.0,5,-0.8389285403981847,1.459581478821725
0.0,2,-0.7225391314799552,0.7659475088863308
0.0,5,-0.8441240440602861,1.2725182734867142
0.0,5,-0.95107355194831,1.10310342339704
0.0,5,-0.90925019223033,1.184136944209874
0.0,5,-0.9068532675196306,1.306722385706654
0.0,5,-0.7395865143638736,0.969947689284176
0.0,5,-0.8579014003405983,0.884294451951239
0.0,2,-0.7110848010040461,0.552903610091791
0.0,2,-0.7724024185033072,0.5784256505389168
0.0,2,-0.7442832004084757,0.4875391738251302
0.0,8,-0.6184408897265257,0.2503415352215796
0.0,5,-0.946627301086156,1.267062089598908
0.0,5,-0.9701777877241388,1.4212197068270158
0.0,5,-0.9127802335042376,1.2729641625006272
0.0,8,-0.6517891396909448,0.2924108233109821
0.0,8,-0.6028940651898992,-0.0063263066784294
0.0,2,-0.6628698701405785,0.5398511452360427
0.0,4,-0.3399692833285226,0.3222862381763886
0.0,2,-0.4457117757470422,0.5053551629173008
0.0,2,-0.5066859001818526,0.6443517027391323
0.0,2,-0.5376303829442484,0.5863044413401016
0.0,5,-0.9646504232328372,1.1010884135021044
0.0,5,-0.7140209140310549,1.000783807769254
0.0,5,-0.6841979155966169,0.9626186013512884
0.0,5,-0.6930199396602904,1.1156776637760344
0.0,8,-0.6132460703135567,0.0490745523670333
0.0,5,-0.8328257223865579,0.9942945909370005
0.0,5,-0.7443803637852726,1.2247366706064753
0.0,1,-0.5469409608884356,-0.5126664683727623
0.0,5,-0.6763885802488542,1.224485645302841
0.0,5,-0.9540767213902912,1.168492536727448
0.0,5,-0.9302347446219176,0.819186997520841
0.0,8,-0.6130045303698294,0.2742850945221239
0.0,8,-0.6181808750562243,0.261321126722572
